Date,Title,Content
2009-10-19,Patterning mammalian cells for modeling three types of naturally occurring cell-cell interactions,"Types of stripes: Microfluidic techniques are combined with surface chemistry to pattern multiple types of cells on the same substrate to simulate three types of naturally occurring cell-cell interactions. PDMS = poly(dimethylsiloxane) stamp, FN = fibronectin to promote cell adhesion, SAM = self-assembled monolayer of an applied alkanethiol that resists cell adhesion. © 2009 Wiley-VCH Verlag GmbH & Co. KGaA."
2009-10-01,Respiratory protection against airborne nanoparticles: A review,"As a precautionary measure, it is often recommended that workers take steps to reduce their exposure to airborne nanoparticles through the use of respiratory protective devices. The purpose of this study was to provide a review and analysis of the research literature and current recommendations on respirators used for protection against nanoparticles. Key research findings were that studies with particles as small as 4 nm have shown that conventional single-fiber filtration theory can be used to describe the filtration performance of respirators and that the most penetrating particle size for respirators equipped with commonly used electrostatic filter media is in the range of 30-100 nm. Future research needs include human laboratory and workplace protection factor studies to measure the respirator total inward leakage of nanoparticles. Industrial hygienists and safety professionals should continue to use traditional respirator selection guidance for workers exposed to nanoparticles. © 2009 US Government."
2009-09-29,"Current evaluation of the millennium phytomedicine - Ginseng (II): Collected chemical entities, modern pharmacology, and clinical applications emanated from traditional chinese medicine","This review, a sequel to part 1 in the series, collects about 107 chemical entities separated from the roots, leaves and flower buds of Panax ginseng, quinquefolius and notoginseng, and categorizes these entities into about 18 groups based on their structural similarity. The bioactivities of these chemical entities are described. The 'Yin and Yang' theory and the fundamentals of the 'five elements' applied to the traditional Chinese medicine (TCM) are concisely introduced to help readers understand how ginseng balances the dynamic equilibrium of human physiological processes from the TCM perspectives. This paper concerns the observation and experimental investigation of biological activities of ginseng used in the TCM of past and present cultures. The current biological findings of ginseng and its medical applications are narrated and critically discussed, including 1) its antihyperglycemic effect that may benefit type II diabetics; in vitro and in vivo studies demonstrated protection of ginseng on beta-cells and obese diabetic mouse models. The related clinical trial results are stated. 2) its aphrodisiac effect and cardiovascular effect that partially attribute to ginseng's bioactivity on nitric oxide (NO); 3) its cognitive effect and neuropharmacological effect that are intensively tested in various rat models using purified ginsenosides and show a hope to treat Parkinson's disease (PD); 4) its uses as an adjuvant or immunotherapeutic agent to enhance immune activity, appetite and life quality of cancer patients during their chemotherapy and radiation. Although the apoptotic effect of ginsenosides, especially Rh2, Rg3 and Compound K, on various tumor cells has been shown via different pathways, their clinical effectiveness remains to be tested. This paper also updates the antioxidant, anti-inflammatory, anti-apoptotic and immune-stimulatory activities of ginseng, its ingredients and commercial products, as well as common side effects of ginseng mainly due to its overdose, and its pharmacokinetics. © 2009 Bentham Science Publishers Ltd."
2009-09-15,Beyond regulation: Risk pricing and responsible innovation,
2009-09-14,Combining nanosurface chemistry and microfluidics for molecular analysis and cell biology,"Development of new tools catalyzes progress in biochemical sciences [G.M. Whitesides, E. Ostuni, S. Takayama, X.Y. Jiang, D.E. Ingber, Annual Review of Biomedical Engineering 3 (2001) 335]. Recent advances in micro-/nano-technology have resulted in an explosion of the number of new tools available for biochemical sciences. We have used surface chemistry, nano-structures and microfluidics to create a set of tools applicable for problems ranging from molecular to cellular analysis. These tools will promote the understanding of fundamental problems in cell biology, development and neurobiology, and become useful for real-world applications such as molecular diagnostics, food analysis and environmental monitoring. © 2009 Elsevier B.V. All rights reserved."
2009-09-01,Incorporation of electrospun nanofibrous PVDF membranes into a microfluidic chip assembled by PDMS and scotch tape for immunoassays,"This paper demonstrates a microfluidic chip for multiple immunoassays on electrospun (ES) nanofibrous membranes made of PVDF. This microchip enables the detection of multiple pairs of protein-protein interactions in one experiment by crossing parallel arrays of microchannels. This chip uses ESPVDF membrane with high specific surface area as the substrate to adsorb protein for immobilized immunoassays so that increased levels of protein adsorption may lower the LOD in immunoassays. We employ a simple and effective method for chip assembly by scotch tape to incorporate the ESPVDF membrane into the microchip. We believe that the present work will facilitate the development of methods for the on-site diagnosis of diseases whose detection is based on antigen-antibody recognition, and improve the efficiencies of certain experiments that need to identify tens to hundreds of protein-protein interactions with relatively low cost in the future. © 2009 Wiley-VCH Verlag GmbH & Co. KGaA."
2009-09-01,"Nanoparticles: Their potential toxicity, waste and environmental management","This literature review discusses specific issues related to handling of waste containing nanomaterials. The aims are (1) to highlight problems related to uncontrolled release of nanoparticles to the environment through waste disposal, and (2) to introduce the topics of nanowaste and nanotoxicology to the waste management community. Many nanoparticles used by industry contain heavy metals, thus toxicity and bioaccumulation of heavy metals contained in nanoparticles may become important environmental issues. Although bioavailability of heavy metals contained in nanoparticles can be lower than those present in soluble form, the toxicity resulting from their intrinsic nature (e.g. their size, shape or density) may be significant. An approach to the treatment of nanowaste requires understanding of all its properties - not only chemical, but also physical and biological. Progress in nanowaste management also requires studies of the environmental impact of the new materials. The authors believe Amara's law is applicable to the impact of nanotechnologies, and society might overestimate the short-term effects of these technologies, while underestimating the long-term effects. It is necessary to have basic information from companies about the level and nature of nanomaterials produced or emitted and about the expectation of the life cycle time of nanoproducts as a basis to estimate the level of nanowaste in the future. Without knowing how companies plan to use and store recycled and nonrecycled nanomaterials, development of regulations is difficult. Tagging of nanoproducts is proposed as a means to facilitate separation and recovery of nanomaterials. © 2009 Elsevier Ltd. All rights reserved."
2009-08-18,Nanotoxicity of Metal Oxide Nanoparticles in Vivo,
2009-08-01,Effect of nanoparticles on the bacterial community of the cucumber phyllosphere,"With the rapid development of nanotechnology, the security of nanomaterials has been an increasing cause for concern. In this study, the impact of titanium dioxide nanoparticles (nano-TiO2) on the phyllosphere bacterial community were analysed by both a culturable-dependent method and a polymerase chain reaction denaturing gradient gel electrophoresis (PCR-DGGE) method. The quantity of culturable phyllosphere bacteria was significantly reduced with an increased concentration of nano-TiO2. With increasing concentrations from 0.002 to 20 mg/ml of nano-TiO2, the quantity of culturable phyllosphere bacteria decreased from 1.8×106 to 3.1×105 cfu/g. The phyllosphere bacteria community was analysed by PCR-DGGE, and when the concentrations of nano-TiO2 were higher than 0.02 mg/ml, the DGGE bands were significantly lower than in the control. Sequencing results of the bands from the DGGE gel showed that there were at least seven genera in the phyllosphere bacteria. Only one uncultured bacterium was unaffected by the concentration of nano-TiO2. © China Agricultural University 2009."
2009-08-01,Overexpression of mitochondrial ferritin sensitizes cells to oxidative stress via an iron-mediated mechanism,"Mitochondrial ferritin (MtFt) is a newly identified H-ferritin-like protein expressed only in mitochondria. Previous studies have shown that its overexpression markedly affects intracellular iron homeostasis and rescues defects caused by frataxin deficiency. To assess how MtFt exerts its function under oxidative stress conditions, MtFt overexpressing cells were treated with tert-butyl-hydroperoxide (tBHP), and the effects of MtFt expression on cell survival and iron homeostasis were examined. We found that MtFt expression was associated with decreased mitochondrial metabolic activity and reduced glutathione levels as well as a concomitant increase in reactive oxygen species levels and apoptosis. Moreover, mechanistic studies demonstrated that tBHP treatment led to a prolonged decrease in cytosolic ferritins levels in MtFt-expressing cells, while ferritin levels recovered to basal levels in control counterparts. tBHP treatment also resulted in elevated transferrin receptors, followed by more iron acquisition in MtFt expressing cells. The high molecular weight desferrioxamine, targeting to lysosomes, as well as the hydrophobic iron chelator salicylaldehyde isonicotinoyl hydrazone significantly attenuated tBHP-induced cell damage. In conclusion, the current study indicates that both the newly acquired iron from the extracellular environment and internal iron redistribution from ferritin degradation may be responsible for the increased sensitivity to oxidative stress in MtFt-expressing cells. © Copyright 2009, Mary Ann Liebert, Inc. 2009."
2009-08-01,The effect of Gd@C<inf>82</inf>(OH)<inf>22</inf> nanoparticles on the release of Th1/Th2 cytokines and induction of TNF-α mediated cellular immunity,"It is known that down-regulation of the immune response may be associated with the progenesis, development and prognosis of cancer or infectious diseases. Up-regulating the immune response in vivo is therefore a desirable strategy for clinical treatment. Here we report that poly-hydroxylated metallofullerenol (Gd@C82(OH)22) has biomedical functions useful in anticancer therapy arising from immunomodulatory effects observed both in vivo and in vitro. We found that metallofullerenol can inhibit the growth of tumors, and shows specific immunomodulatory effects on T cells and macrophages. These effects include polarizing the cytokine balance towards Th1 (T-helper cell type 1) cytokines, decreasing the production of Th2 cytokines (IL-4, IL-5 and IL-6), and increasing the production of Th1 cytokines (IL-2, IFN-γ and TNF-α) in the serum samples. Immune-system regulation by this nanomaterial showed dose-dependent behavior: at a low concentration, Gd@C82(OH)22 nanoparticles slightly affected the activity of immune cells in vitro, while at a high concentration, they markedly enhanced immune responses and stimulated immune cells to release more cytokines, helping eliminate abnormal cells. Gd@C82(OH)22 nanoparticles stimulated T cells and macrophages to release significantly greater quantities of TNF-α, which plays a key role in cellular immune processes. Gd@C82(OH)22 nanoparticles are more effective in inhibiting tumor growth in mice than some clinical anticancer drugs but have negligible side effects. The underlying mechanism for high anticancer activity may be attributed to the fact that this water-soluble nanomaterial effectively triggers the host immune system to scavenge tumor cells. © 2009 Elsevier Ltd. All rights reserved."
2009-07-22,Oxidation unzipping of stable nanographenes into joint spin-rich fragments,"When an all-benzenoid nanographene is linearly unzipped into oxygen-joined fragments, the oxidized benzenoid rings (aromatic sextets) selectively adopt the low-spin (ΔS = 0) or high-spin conformation (ΔS = 1) to yield the thermally most stable isomer. The selection of the conformation depends simply on the position of the aromatic sextets: the inner ones prefer the high-spin conformation, whereas the peripheral ones prefer the low-spin conformation. Therefore, the resulting most stable isomer has a total spin whose value equals the number of inner aromatic sextets (ni) along the oxidizing line. The nanographene fragments contained in this isomer have a ferromagnetic spin coupling. Due to the tautomerization between the high-spin and low-spin conformations, there also exist other possible isomers with higher energies and with spins at ground state ranging from 0 to (ni - 1). The rich geometrically correlated spins and the adjustable energy gaps indicate great potential of the graphene oxides in spintronic devices. © 2009 American Chemical Society."
2009-07-06,Nanotechnology in food production: Advances and problems,"Presented article is a review of the modern data on nanotechnology use in food manufacturing. There are discussed the basic scopes of nanotechnology application in food industry. One of the main problems arising in connection with introduction of nanotechnology in food, is an absence of reliable methods of identification and the control of nanoparticles is in structure of foodstuff including the control of their authenticity. Other problem is connected to necessity of an estimation of the risks connected to presence of potentially toxic nanoparticles in food. The analysis of foreign experience of researches in the given area alloies to formulate methodological approaches to formation of domestic system of nanosafety."
2009-07-01,Building scientific progress without borders: Nanobiology and nanomedicine in China and the U.S.,
2009-06-30,Mre11-Rad50-Nbs complex is required to cap telomeres during Drosophila embryogenesis,"Using Drosophila as a model system, we identified here a stringent requirement for Mre11-Rad50-Nbs (MRN) function in telomere protection during early embryonic development. Animals homozygous for hypomorphic mutations in either mre11 or nbs develop normally with minimal telomere dysfunction. However, they produce inviable embryos that succumb to failure of mitosis caused by covalent fusion of telomeric DNA. Interestingly, the molecular defect is not the absence of MRN interaction or of Mre11 nuclease activities, but the depletion of the maternal pool of Nbs protein in these embryos. Because of Nbs depletion, Mre11 and Rad50 (MR) are excluded from chromatin. This maternal effect lethality in Drosophila is similar to that seen in mice carrying hypomorphic mrn mutations found in human patients, suggesting a common defect in telomere maintenance because of the loss of MRN integrity."
2009-06-29,Fullerene derivatives protect endothelial cells against NO-induced damage,"Functional fullerene derivatives have been demonstrated with potent antioxidation properties. Nitric oxide (NO) is a free radical that plays a part in leading to brain damage when it is accumulated to a high concentration. The possible scavenging activity of NO by the hydroxylated fullerene derivative C60(OH)22 and malonic acid derivative C 60(C(COOH)2)2 was investigated using primary rat brain cerebral microvessel endothelial cells (CMECs). Results demonstrate that sodium nitroprusside (SNP), used as an NO donor, caused a marked decrease in cell viability and an increase in apoptosis. However, fullerene derivatives can remarkably protect against the apoptosis induced by NO assault. In addition, fullerene derivatives can also prevent NO-induced depolymerization of cytoskeleton and damage of the nucleus and accelerate endothelial cell repair. Further investigation shows that the sudden increase of the intercellular reactive oxygen species (ROS) induced by NO was significantly attenuated by post-treatment with fullerene derivatives. Our results suggest that functional fullerene derivatives are potential applications for NO-related disorders. © 2009 IOP Publishing Ltd."
2009-06-01,Fabrication and photocatalytic activity of Pt-inserted titania nanotubes,"Titania nanotubes (TNTs) were synthesized by hydrothermal treatment of rutile-phase TiO2 nanoparticals in NaOH solution at 110°C for 24 hours. After drying in aceton for 36 h, the TNTs were under vacuum drying for 24 h at room temperature. The Pt-inserted titania nanotubes (Pt/TNTs) were obtained by filling H2PtCl6 ethanol solution into the TNTs after vacuum drying. The characterizations of the as-synthesized samples were confirmed by TEM, XRD, and UV-Vis. The photocatalytic activity of the Pt/TNTs was investigated by photo-induced decomposition of methyl orange (MO) under the main 365 nm UV-light. In order to comparison, the photocatalytic activity of both the rutile-phase TiO2 nanoparticles and pure TNTs were also investigated at the same time under the same experimental conditions. The TEM images show that the TNTs are hollow, a few hundred nanometers long, and the inner/outer diameter is about 6/10 nm. The crystal structure of TNTs is H2Ti2O5·H2O with a little Na. Both the shape and the crystalline of the TNTs are not changed after the modification. The oval or round Pt0 nanoparticals, about 3 nm in diameter, are found only in the nanotubes. Pt/TNTs exhibit enhanced absorption at the visible range in the UV-Vis spectra and its start absorption band edge (λ0≈457 nm) is obviously redshifted compared to the rutile-phase TiO2 nanoparticals and pure TNTs. The Pt nanoparticles are found to significantly enhance the photocatalytic activity of TNTs. Pt/TNTs are demonstrated to be highly efficient for the UV-light induced photocatalytic decomposition of MO compared to both the rutile-phase TiO2 nanoparticals and pure TNTs. After irradiation for 60 min, the photocatalysis decomposition rate of MO in rutile-phase TiO2 nanoparticals, TNTs and Pt/TNTs are 46.8%, 57.2% and 84.6% respectively."
2009-05-15,Characterization of the ATPase activity of a novel chimeric fusion protein consisting of the two nucleotide binding domains of MRP1,"Nucleotide Binding Domains (NBDs) are responsible for the ATPase activity of the multidrug resistance protein 1 (MRP1). A series of NBD1-linker-NBD2 chimeric fusion proteins were constructed, expressed and purified, and their ATPase activities were analyzed. We report here that a GST linked NBD1642-890-GST-NBD21286-1531 was able to hydrolyze ATP at a rate of about 4.6 nmol/mg/min (Km = 2.17 mM, Vmax = 12.36 nmol/mg/min), which was comparable to the purified and reconstituted MRP1. In contrast, neither a mixture of NBD1 and GST-NBD2 nor the NBD1-GST-NBD1 fusion protein showed detectable ATPase activity. Additionally, the E1455Q mutant was found to be nonfunctional. Measurements by both MIANS labeling and circular dichroism spectroscopy revealed significant conformational differences in the NBD1-GST-NBD2 chimeric fusion protein compared to the mixture of NBD1 and GST-NBD2. The results suggest a direct interaction mediated by GST between the two NBDs of MRP1 leading to conformational changes which would enhance its ATPase activity. © 2009 Elsevier Inc. All rights reserved."
2009-05-01,Financial disclosure and toxic products: Encouraging wall street to anticipate product risk and exercise precaution,"Amidst discussion by policymakers about how regulators’ failure to ensure disclosure of risks contributed to the current financial crisis, we assess how emerging product toxicity risks are addressed in companies’ financial reports. Will corporations blindside investors with “the next asbestos?” Existing disclosures are found lacking in the specificity needed to forewarn of liabilities and reputational damage from the use of potentially harmful materials— from nanotechnologies, to asthmagens, to perfluorinated compounds. Improved standards could protect investors while also enhancing corporate incentives to use safer materials. Reforms by the Securities and Exchange Commission and the Financial Accounting Standards Board are recommended."
2009-04-29,Erratum to 'p- and n-Type Ba<inf>8</inf>Ga<inf>16</inf>Ge<inf>30</inf> studied by X-ray photoelectron spectroscopy' [Chem. Phys. Lett. 472 (2009) 60] (DOI:10.1016/j.cplett.2009.02.061),
2009-04-15,Electrochemistry of symmetrical fullerene dimer C<inf>121</inf> film modified electrodes,"C121 and C121/didodecyldimethylammonium bromide (DDAB) film modified electrodes have been constructed and their electrochemistry has been studied. In the acetonitrile solution containing 0.1 M tetrabutylammonium perchlorate, the C121 films show three couples of relatively stable redox peaks corresponding to three two-electron transfer processes involving reduction of two fullerene units in the dimers. In an aqueous solution containing 0.1 M tetrabutylammonium bromide, the C121 films display an irreversible reduction peak, whereas the C121/DDAB films display two couples of quasi-reversible redox peaks with the splitting first peak, and the C121/DDAB films have good reversibility and stability in the aqueous solution due to existence of DDAB. All of these experimental results indicate that voltammetric behaviors of the C121 films are different from those of C60 films due to different structures though C121 is carbon-bridged C60 dimer, and the common characteristics are that their electrochemical behaviors are dependent on the nature of solvent and cation of supporting electrolyte. Furthermore, electrocatalysis of H2O2 at the C121/DDAB films was explored in the aqueous solution, which indicates that C121 is a good electron-transfer mediator. © 2009 Elsevier B.V. All rights reserved."
2009-04-08,Carbon nanotube based artificial water channel protein: Membrane perturbation and water transportation,"We functionalized double-walled carbon nanotubes (DWCNTs) as artificial water channel proteins. For the first time, molecular dynamics simulations show that the bilayer structure of DWCNTs is advantageous for carbon nanotube based transmembrane channels. The shielding of the amphiphilic outer layer could guarantee blocompatlblllty of the synthetic channel and protect the Inner tube (functional part) from disturbance of the membrane environment. This novel design could promote more sophisticated nanoblodevlces which could function in a bioenvironment with high blocompatlblllty. © 2009 American Chemical Society."
2009-04-06,p- and n-Type Ba<inf>8</inf>Ga<inf>16</inf>Ge<inf>30</inf> studied by X-ray photoelectron spectroscopy,"The electronic properties of p- and n-type Ba8Ga16Ge30 (BGG) are studied using soft X-ray photoelectron spectroscopy at a high-energy facility. Three bands are resolved in the valence band region. The first band for n-type BGG is sensitive to temperature, while the second band is sensitive for p-type BGG. The change in the ratio of Ba to Ga, from which the carrier type is controlled in this system, modifies the positions of Ga residing at the larger (Ga-CGe)24 cage. This modification in the host network is responsible for the large differences observed in electronic properties of p- and n-BGGs in this clathrate family. © 2009 Elsevier B.V. All rights reserved."
2009-04-01,Synchrotron radiation photoelectron spectroscopy study of dextran-coated Fe<inf>3</inf>O<inf>4</inf> magnetic nanoparticles,"Dextran-coated Fe3O4 nanoparticles were prepared by untrasonification of Fe3O4 nanoparticles with dextran at 85°C in sodium citrate medium. The surface chemical component, structure and bond of uncoated and dextran-coated nanoparticles were measured by synchrotraon radiation XPS (X-ray photoelectron spectroscopy). Qualitative and quantitative analysis of Cls and Ols of Fe3O4 and dextran-Fe3O4 showed that the Fe3O4 nanoparticles were successively coated by sodium citrate via Fe-O-C bond, and dextrans, which can be linked with their carboxylate moiety via hydrogen bond. Sodium citrate could enhance the disperse stability of reaction system and hydrophilicity of dextran-Fe3O4."
2009-04-01,Influence of titanium dioxide nanoparticles on speciation and bioavailability of arsenite,"In this study, the influence of the co-existence of TiO2 nanoparticles on the speciation of arsenite [As(III)] was studied by observing its adsorption and valence changing. Moreover, the influence of TiO2 nanoparticles on the bioavailability of As(III) was examined by bioaccumulation test using carp (Cyprinus carpio). The results showed that TiO2 nanoparticles have a significant adsorption capacity for As (III). Equilibrium was established within 30 min, with about 30% of the initial As (III) being adsorbed onto TiO2 nanoparticles. Most of aqueous As (III) was oxidized to As(V) in the presence of TiO2 nanoparticles under sunlight. The carp accumulated considerably more As in the presence of TiO2 nanoparticles than in the absence of TiO2 nanoparticles, and after 25-day exposure, As concentration in carp increased by 44%. Accumulation of As in viscera, gills and muscle of the carp was significantly enhanced by the presence of TiO2 nanoparticles. © 2008 Elsevier Ltd. All rights reserved."
2009-03-01,Cellular biological effects of carbon nanomaterials,"Carbon nanomaterials include fullerenes, metallofullerenes, carbon nanotubes, and their derivatives. Their novel functions have been well investigated in basic science, and many uses/applications have been reported in the environmental and biomedical fields. Therefore, understanding the processes of their cellular interactions with living cells is of significant importance for exploiting their applications in biomedical fields. In particular, if they could enter the cell, the process of internalization, their localization in intracellular compartments, and their succedent effects on the cellular functions, the current findings for these aspects are summarized in this paper. We aim to provide the basic knowledge for people who are intereted in the development of the biomedical applications of these carbon nanomaterials."
