Date,Title,Content
2011-12-01,Cytotoxicity of single-walled carbon nanotubes on human hepatoma HepG2 cells: An iTRAQ-coupled 2D LC-MS/MS proteome analysis,"Single-walled carbon nanotubes (SWCNTs) and its derivatives are promising candidates for applications in electronics, energy, materials and biomedical areas. However, with the growing potential biomedical applications and the rising societal concerns on nanosafety, mechanistic understanding of the interactions between nanomaterials and living systems has become imperative. In the present study, our group applied the iTRAQ-coupled 2D LC-MS/MS approach to analyze the protein profile change of mammalian cells in response to SWCNTs. Specifically, the human hepatoma HepG2 cells were chosen as the in vitro model to study the potential cytotoxicity of SWCNTs on the vital organ of liver. Overall 51 differentially expressed proteins that involved in metabolic pathway, redox regulation, signaling pathway, cytoskeleton formation and cell growth were identified. We found SWCNTs triggered the up-regulation of metabolic enzymes, heat shock proteins and proteins involved in redox regulation, which indicated SWCNTs could induce oxidative stress, perturb protein synthesis and interfere cellular metabolism. Our data also suggested that SWCNTs might induce the activation of apoptosis signal-regulating kinase 1, and finally lead to stress-induced apoptosis. The comparative protein profile obtained here provided molecular evidence on the cellular functions in response to SWCNTs, which should very useful to elucidate the cytotoxicity caused by those nanomaterials. © 2011 Elsevier Ltd."
2011-12-01,Variation in the internalization of differently sized nanoparticles induces different DNA-damaging effects on a macrophage cell line,"Although researchers have expended considerable effort on studying the cytotoxicity of nanomaterials, it is possible that there has been insufficient attention paid to their genotoxic potential. Here, we describe a test model that we have developed to evaluate the DNA-damaging effects of negatively charged nanoparticles of different sizes. We compared the DNA damaging effect induced by nanoparticles of various sizes and found that the effect is closely associated with the internalization pattern of the particles. Macrophage cell line RAW 264.7 cells were incubated with carboxylated polystyrene beads (COOH-PBs) ranging in size from 30 to 500 nm. Size-dependent DNA damage was detected, and the lesion induced by two carboxylated fullerene particles confirmed this observation. Confocal microscopy revealed that the entry pathways of these COOH-PBs shifted from direct penetration to endocytosis with increasing particle size, followed by changes in subcellular localization. Subsequent deposition of 30-nm COOH-PBs in the cytosol led to a reduction of Zn 2+ and Mg 2+ content in the nucleus and an increased p53 level in the whole cell rather than in nucleus, while localization of 50- and 100-nm COOH-PBs in acidic vesicles induced p53 accumulation in both types of extracts. Based on these results, we assume that the damage resulted from a disruption of the balance between DNA damage and repair. © 2011 Springer-Verlag."
2011-12-01,"Construction of amphiphilic copolymer nanoparticles based on hyperbranched Poly (Amine-Ester) and 1,2-Dipalmitoyl-Sn-Glycero-3-Phosphoethanolamine as drug carriers for cancer therapy","Novel amphiphilic copolymer nanoparticles (HPAE-co-PLA-DPPE) composed of hyperbranched poly (amine-ester), polylactide and 1,2-dipalmitoyl-sn-glycero-3-phosphoethanolamine (DPPE) segments were designed and synthesized that provided high encapsulation efficiency. These nanoparticles (NPs) were used to encapsulate an antitumor model drug, doxorubicin (DOX). The resulting NPs exhibited high encapsulation efficiency to DOX under an appropriate condition. In vitro release experiments revealed that the release of DOX from NPs was faster at pH 4.5 than that at pH 7.4 or pH 6.0. Confocal microscopy observation indicated that the DOX-loaded NPs can enter cells and localize in lysosomes that can be released quickly into the cytoplasm. The DOX-loaded NPs showed comparable anticancer efficacy with the free drug both in vivo and in vitro. These results demonstrate a feasible application of the hyperbranched copolymer, HPAE-co-PLA-DPPE, as a promising nanocarrier for intracellular delivery of antitumor drugs. From the Clinical Editor: In this paper, the development of novel amphiphilic copolymer nanoparticles is discussed with the goal of establishing high encapsulation efficiency for chemotherapy drugs. © 2011 Elsevier Inc."
2011-12-01,Separation of hydrogen and nitrogen gases with porous graphene membrane,"We designed a series of porous graphene as the separation membrane of H2/N2. The selectivity and permeability could be controlled by drilling various nanopores with different shapes and sizes. The mechanisms of hydrogen and nitrogen to permeate through the porous graphene are different. The small nanopore (pore-11) can only allow the hydrogen molecules to permeate due to the size restriction. In the systems of bigger nanopores (e.g., pore-13, pore-14, etc.), where the pore size is big enough to allow nitrogen molecules to permeate without any restriction, we observed more permeation events of nitrogen than that of hydrogen molecules. The reason is that the van der Waals interactions with the graphene membrane make the nitrogen molecules accumulate on the surface of graphene. When the pore size further increases, the flow of hydrogen molecules exhibits the linear dependence on the pore area, while there is no obvious correlation between the flow of nitrogen molecules and the pore area. © 2011 American Chemical Society."
2011-12-01,Developmental Toxicity of Engineered Nanoparticles,"This chapter discusses developmental toxicity of engineered nanoparticles. Revolutionary developments of physics, chemistry and material sciences have led to the emergence of nanotechnology. Nano-objects have found different applications as diagnostic and therapeutic tools in biomedicine. Engineered nanoparticles are defined by differences in their shape, size, surface charge and chemical composition, mostly due to the mode of their production. Some of the nanoparticles are carbon nanoparticle, carbon nanotubes, quantum dots, inorganic nanoparticles and inorganic nanotubes. Non-degradable nanomaterials can accumulate in organs and inside cells where they can exert detrimental effects. One major uncertainty in interpretation of experimental toxicity studies as well as in risk assessment of engineered nanomaterial arises from lack of systematic knowledge about the physico-chemical characteristics of the material arriving at the major portals through which nanoparticles can enter the body, i.e. lung, skin, gastro-intestinal tract, nasal olfactory structures and eyes. The small size of nanoparticles allows them to easily enter and traverse tissues, cells and organelles since the actual size of engineered nanoparticles is similar to that of many biological molecules and structures. Nanoparticles are translocated from lung to blood and across the blood-brain barrier as well as the placenta. Maternal exposure to engineered nanoparticles may potentially affect fetal development directly as well as through indirect pathways. Engineered nanomaterials can cause inflammation, allergy, genotoxicity and carcinogenicity. The need for risk assessment of engineered nanomaterials has also generated a need for a novel risk assessment concept. The goal of control banding is to prevent excessive exposure to compounds such as engineered nanomaterials. © 2011 Copyright © 2011 Elsevier Inc. All rights reserved.."
2011-12-01,Phytotoxicity and biotransformation of La <inf>2</inf>O <inf>3</inf> nanoparticles in a terrestrial plant cucumber (Cucumis sativus),"With the increasing applications of metal-based nanoparticles in various commercial products, it is necessary to address their environmental fate and potential toxicity. In this work, we assessed the phytotoxicity of lanthanum oxide (La 2O 3) NPs to cucumber plants and determined its distribution and biotransformation in roots by TEM and EDS, as well as STXM and NEXAFS. LaCl 3 was also studied as a reference toxicant. La 2O 3 NPs and LaCl 3 were both transformed to needle-like LaPO 4 nanoclusters in the intercellular regions of the cucumber roots. In vitro experiments demonstrated that the dissolution of La 2O 3 NPs was significantly enhanced by acetic acid. Accordingly, we proposed that the dissolution of NPs at the root surface induced by the organic acids extruded from root cells played an important role in the phytotoxicity of La 2O 3 NPs. The reactions of active NPs at the nano-bio interface should be taken into account when studying the toxicity of dissolvable metal-based nanoparticles. © 2011 Informa UK, Ltd."
2011-12-01,Preparation of thermoresponsive and pH-sensitivity polymer magnetic hydrogel nanospheres as anticancer drug carriers,"In this work, a novel thermo and pH responsive magnetic hydrogel nanosphere poly(N-isopropylacrylamide-co-acrylic acid)/Fe 3O 4 (poly(NIPAAm-co-AA)/Fe 3O 4) has been successfully prepared. The magnetic hydrogel nanospheres with thermo and pH-sensitivity were characterized by transmission electron microscopy (TEM), dynamic light scattering (DLS), Fourier transform infrared-spectrometer (FT-IR), UV-vis absorption spectroscopy, and vibrating sample magnetometer (VSM). The magnetic hydrogel nanospheres exhibited uniform sphere structures and superparamagnetic property. Finally, the drug loading capacities and the releasing behavior of the magnetic hydrogel nanospheres were investigated with doxorubicin hydrochloride (DOX) as an anticancer drug model. The resulting magnetic hydrogel nanospheres exhibited high encapsulation efficiency (95%) to DOX under an appropriate condition. In vitro release experiments revealed that release was faster at pH 5.3 (37°C) than at pH 7.4 (25°C) or pH 7.4 (37°C). The DOX-loaded magnetic hydrogel nanospheres also showed enhanced anticancer effect compared with the free drug in vitro. These presented results suggested that the magnetic hydrogel nanospheres have a potential as tumor targeting drug carrier. © 2011 Elsevier B.V."
2011-12-01,Long-lasting near-infrared persistent luminescence from β-Ga <inf>2</inf>O<inf>3</inf>:Cr<sup>3</sup> nanowire assemblies,Near-infrared (NIR) persistent luminescent β-Ga2O 3:Cr3 nanowire assemblies were synthesized by a hydrothermal process followed by calcination. The phosphor exhibits more than 4 h afterglow in the wavelength range of 650850 nm after ceasing the ultraviolet light (280360 nm) irradiation. The trap structure and persistent luminescence mechanism were revealed by thermoluminescence measurement. The β-Ga 2O3:Cr3 nanowire assemblies may find applications as identification taggants in security and optical probes in bio-imaging. © 2011 Elsevier B.V. All rights reserved.
2011-12-01,Quantum dot cytotoxicity in vitro: An investigation into the cytotoxic effects of a series of different surface chemistries and their core/shell materials,"The aim of this study was to assess the effects of a series of different surface coated quantum dots (QDs) (organic, carboxylated [COOH] and amino [NH2] polytethylene glycol [PEG]) on J774.A1 macrophage cell viability and to further determine which part of the QDs cause such toxicity. Cytotoxic examination (MTT assay and LDH release) showed organic QDs to induce significant cytotoxicity up to 48 h, even at a low particle concentration (20 nM), whilst both COOH and NH2 (PEG) QDs caused reduced cell viability and cell membrane permeability after 24 and 48 h exposure at 80 nM. Subsequent analysis of the elements that constitute the QD core, core/shell and (organic QD) surface coating showed that the surface coating drives QD toxicity. Elemental analysis (ICP-AES) after 48 h, however, also observed a release of Cd from organic QDs. In conclusion, both the specific surface coating and core material can have a significant impact on QD toxicity. © 2011 Informa UK, Ltd."
2011-11-24,Bacterial magnetosome: A novel biogenetic magnetic targeted drug carrier with potential multifunctions,"Bacterial magnetosomes (BMs) synthesized by magnetotactic bacteria have recently drawn great interest due to their unique features. BMs are used experimentally as carriers for antibodies, enzymes, ligands, nucleic acids, and chemotherapeutic drugs. In addition to the common attractive properties of magnetic carriers, BMs also show superiority as targeting nanoscale drug carriers, which is hardly matched by artificial magnetic particles. We are presenting the potential applications of BMs as drug carriers by introducing the drug-loading methods and strategies and the recent research progress of BMs which has contributed to the application of BMs as drug carriers. © 2011 Jianbo Sun et al."
2011-11-23,"Nanoexposure, unusual diseases, and new health and safety concerns","Accumulating studies in animals have shown that nanoparticles could cause unusual rapid lung injury and extrapulmonary toxicity. Whether exposure of workers to nanoparticles may result in some unexpected damage as seen in animals is still a big concern. We previously reported findings regarding a group of patients exposed to nanoparticles and presenting with an unusual disease. The reported disease was characterized by bilateral chest fluid, pulmonary fibrosis, pleural granuloma, and multiorgan damage and was highly associated with the nanoparticle exposure. To strengthen this association, further information on exposure and the disease was collected and discussed. Our studies show that some kinds of nanomaterials, such as silica nanoparticles and nanosilicates, may be very toxic and even fatal to occupational workers exposed to them without any effective personal protective equipment. More research and collaborative efforts on nanosafety are required in order to prevent and minimize the potential hazards of nanomaterials to humans and the environment. Copyright © 2011 Yuguo Song and Shichuan Tang."
2011-11-23,Release-ability of nano fillers from different nanomaterials: Part 1: Aerosolisation of nanoparticles just deposited at the top surfaces,"It is of great interest to set up a reproducible and sensitive method able to qualify the nanomaterials before their market introduction in terms of their constitutive nanoparticle release-ability in usage. The same team already optimized during 3 years a specific method using a normalized abrasion by a Taber tool. In this work, new practical solicitations are investigated on the basis of a theoretical approach of the release phenomena in dry conditions of nanoparticles just deposited on hard and soft surfaces (the ""micro football kick out effect""). It is shown that a metallic rake used roughly on both hard and soft nanomaterials surfaces can be 10 times more efficient than the Taber method. Nanoparticles smaller than 50 nm are almost impossible to remove even using very rough solicitations."
2011-11-22,Serial silver clusters biomineralized by one peptide,"The artificial peptide with amino acid sequence CCYRGRKKRRQRRR was used to biomineralize serial Ag clusters. Under different alkaline conditions, clusters with red and blue emission were biomineralized by the peptide, respectively. The matrix-assisted laser desorption/ionization time-of-flight mass spectra implied that the red-emitting cluster sample was composed of Ag28, while the blue-emitting cluster sample was composed of Ag5, Ag6, and Ag7. The UV-visible absorption and infrared spectra revealed that the peptide phenol moiety reduced Ag+ ions and that formed Ag clusters were captured by peptide thiol moieties. The phenol reduction potential was controlled by the alkalinity and played an important role in determining the Ag cluster size. Circular dichroism observations suggested that the alkalinity tuned the peptide secondary structure, which may also affect the Ag cluster size. © 2011 American Chemical Society."
2011-11-22,Gold nanoparticles induce autophagosome accumulation through size-dependent nanoparticle uptake and lysosome impairment,"Development of nanotechnology calls for a comprehensive understanding of the impact of nanomaterials on biological systems. Autophagy is a lysosome-based degradative pathway which plays an essential role in maintaining cellular homeostasis. Previous studies have shown that nanoparticles from various sources can induce autophagosome accumulation in treated cells. However, the underlying mechanism is still not clear. Gold nanoparticles (AuNPs) are one of the most widely used nanomaterials and have been reported to induce autophagosome accumulation. In this study, we found that AuNPs can be taken into cells through endocytosis in a size-dependent manner. The internalized AuNPs eventually accumulate in lysosomes and cause impairment of lysosome degradation capacity through alkalinization of lysosomal pH. Consistent with previous studies, we found that AuNP treatment can induce autophagosome accumulation and processing of LC3, an autophagosome marker protein. However, degradation of the autophagy substrate p62 is blocked in AuNP-treated cells, which indicates that autophagosome accumulation results from blockade of autophagy flux, rather than induction of autophagy. Our data clarify the mechanism by which AuNPs induce autophagosome accumulation and reveal the effect of AuNPs on lysosomes. This work is significant to nanoparticle research because it illustrates how nanoparticles can potentially interrupt the autophagic pathway and has important implications for biomedical applications of nanoparticles. © 2011 American Chemical Society."
2011-11-22,Self-organizing circuit assembly through spatiotemporally coordinated neuronal migration within geometric constraints,"Background: Neurons are dynamically coupled with each other through neurite-mediated adhesion during development. Understanding the collective behavior of neurons in circuits is important for understanding neural development. While a number of genetic and activity-dependent factors regulating neuronal migration have been discovered on single cell level, systematic study of collective neuronal migration has been lacking. Various biological systems are shown to be self-organized, and it is not known if neural circuit assembly is self-organized. Besides, many of the molecular factors take effect through spatial patterns, and coupled biological systems exhibit emergent property in response to geometric constraints. How geometric constraints of the patterns regulate neuronal migration and circuit assembly of neurons within the patterns remains unexplored. Methodology/Principal Findings: We established a two-dimensional model for studying collective neuronal migration of a circuit, with hippocampal neurons from embryonic rats on Matrigel-coated self-assembled monolayers (SAMs). When the neural circuit is subject to geometric constraints of a critical scale, we found that the collective behavior of neuronal migration is spatiotemporally coordinated. Neuronal somata that are evenly distributed upon adhesion tend to aggregate at the geometric center of the circuit, forming mono-clusters. Clustering formation is geometry-dependent, within a critical scale from 200 μm to approximately 500 μm. Finally, somata clustering is neuron-type specific, and glutamatergic and GABAergic neurons tend to aggregate homo-philically. Conclusions/Significance: We demonstrate self-organization of neural circuits in response to geometric constraints through spatiotemporally coordinated neuronal migration, possibly via mechanical coupling. We found that such collective neuronal migration leads to somata clustering, and mono-cluster appears when the geometric constraints fall within a critical scale. The discovery of geometry-dependent collective neuronal migration and the formation of somata clustering in vitro shed light on neural development in vivo. © 2011 Sun et al."
2011-11-21,Regioselectivity control of graphene functionalization by ripples,"Ripples naturally occur in graphene sheets. First-principles calculations reveal that, by altering the pyramidalization angles of the carbon atoms, these ripples can be used to direct the chemical reactivity of graphene towards hydrogenation. A fraction of the carbon atoms of a rippled graphene, located around the crests and troughs, show significantly increased reactivity. The remaining carbon atoms have comparable reactivity to those in a flat graphene. To illustrate the increased reactivity, we show that hydrogenation becomes exothermic when the characteristic ratio between the amplitude and wavelength reaches ∼0.55. This finding offers a practical chemical venue for regioselectivity control of graphene functionalization. While the rippling does not directly affect the band gap of the graphene, the rippling-induced hydrogenation does. © the Owner Societies 2011."
2011-11-16,Highly sensitive and selective DNA-based detection of mercury(II) with α-hemolysin nanopore,"The duplex formation mediated by Hg 2+ in a properly designed ssDNA generates a stable hairpin structure, which greatly alters the translocation profile of the ssDNA through α-hemolysin nanopore. From the 2D-events contour plot, the presence of Hg 2+ can be confirmed in as little as 30 min at ∼7 nM or higher. The sensor is highly selective to Hg 2+, without interference from other metal ions. It can be fabricated from readily available materials, without the processes of synthesis, purification, probe-making, and so forth. This sensing strategy opens new possibilities for detecting many types of analytes which have specific interactions with DNA molecules. © 2011 American Chemical Society."
2011-11-10,Rutile TiO<inf>2</inf> particles exert size and surface coating dependent retention and lesions on the murine brain,"The rising commercial use and large-scale production of engineered nanoparticles (NPs) may lead to unintended exposure to humans. The central nervous system (CNS) is a potential susceptible target of the inhaled NPs, but so far the amount of studies on this aspect is limited. Here, we focus on the potential neurological lesion in the brain induced by the intranasally instilled titanium dioxide (TiO2) particles in rutile phase and of various sizes and surface coatings. Female mice were intranasally instilled with four different types of TiO2 particles (i.e. two types of hydrophobic particles in micro- and nano-sized without coating and two types of water-soluble hydrophilic nano-sized particles with silica surface coating) every other day for 30 days. Inductively coupled plasma mass spectrometry (ICP-MS) were used to determine the titanium contents in the sub-brain regions. Then, the pathological examination of brain tissues and measurements of the monoamine neurotransmitter levels in the sub-brain regions were performed. We found significant up-regulation of Ti contents in the cerebral cortex and striatum after intranasal instillation of hydrophilic TiO2 NPs. Moreover, TiO2 NPs exposure, in particular the hydrophilic NPs, caused obvious morphological changes of neurons in the cerebral cortex and significant disturbance of the monoamine neurotransmitter levels in the sub-brain regions studied. Thus, our results indicate that the surface modification of the NPs plays an important role on their effects on the brain. In addition, the difference in neurotoxicity of the two types of hydrophilic NPs may be induced by the shape differences of the materials. The present results suggest that physicochemical properties like size, shape and surface modification of the nanomaterials should be considered when evaluating their neurological effects. © 2011 Elsevier Ireland Ltd."
2011-11-08,European centre for nanotoxicology: A proactive risk-assessment nanotechnology initiative,"Nanotechnology is one of the key technologies of the 21st century and is associated with high expectations. However, the larger surface area of nanoparticles makes them highly reactive compared to the larger sized particles of the same chemistry. Due to their size, they are able to cross differing biological barriers resulting in both, desirable and undesirable effects. Current knowledge about toxicological effects is limited and standardization of nanomaterial application is poor. Thus, a paradigm shift towards more proactive assessment has been identified. There are several international (European Commission, Organization for Economic Co-Operation and Development) and national key institutions active in the field of nanotoxicology. In 2007, the European Centre for Nanotoxicology (EURO-NanoTox), an Austrian hub for scientific knowledge in the field of nanotoxicology, was founded. This Centre acts as a national contact point with international visibility for researchers and industries, and it has co-operative partnerships on academic and industrial levels. The variety of the scientific backgrounds and techniques offered by the partners allows the centre to describe biological actions of nanoparticles from different perspectives and to embed them into international research. Additionally, EURO-NanoTox is in co-operation with the key institutions on the European level to ensure that human health and the environmental safety aspects of nanotechnology are adequately addressed. © Academy of Sciences Malaysia."
2011-11-07,Electrochemically induced cascade Knoevenagel-Michael reactions of tetronic acid and aldehydes: Synthesis of methylenebistetronic acids,"The results of cascade Knoevenagel-Michael reactions of tetronic acid and various aldehydes induced by electrochemically-generated base are described. It has been observed that electrochemical method at 0°C gave higher yields of the corresponding methylenebistetronic acids. Also, a wide spectra of products could generate from electrolysis at room temperature, including seven-membered cyclic acetals, dehydrodimer of tetronic acid and the desired methylenebistetronic acids. The electrochemical results were also evaluated and compared with those obtained by using a conventional chemical method. © 2011 The Royal Society of Chemistry."
2011-11-04,Fate and toxicity of metallic and metal-containing nanoparticles for biomedical applications,"It is important to obtain a better understanding of the uptake, trafficking, pharmacokinetics, clearance, and role of nanomaterials in biological systems, so that their possible undesirable effects can be avoided. A number of metallic or metal-containing nanomaterials, such as gold nanoparticles and nanorods, quantum dots, iron oxides nanoparticles, and endohedral metallofullerenes, have already been or will soon become very promising for biomedical applications. This review presents a summary of currently available data on the fate and toxicity of these metallic or metal-containing nanoparticles based on animal studies. Several issues regarding the nanotoxicity assessment and future directions on the study of the fate of these nanoparticles are also proposed. A summary of currently available data on the fate and toxicity of metallic or metal-containing nanoparticles, including gold, quantum dots, iron oxide and metallofullerenes, are presented mainly through animal studies. A better understanding of the uptake, trafficking, pharmacokinetics, clearance, and roles of nanomaterials in biological systems is important for avoiding their undesirable effects. © 2011 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim."
