Date,Title,Content
2010-12-01,Subcellular distribution of polyhydroxylated metallofullerene Gd@C <inf>82</inf>(OH) <inf>22</inf> in different tissues of tumor-bearing mice,"Endohedral metallofullerenes have unique chemical and physical properties that are essential for biomedical applications. They can be used as a radiotracer in magnetic resonance and X-ray imaging (MRI and XRI). Polyhydroxylated metallofullerene Gd@C 82(OH) x has been studied as a new high efficient contrast agents for MRI and has also shown high efficiency for antitumor growth. Previous studies have shown that Gd@C 82(OH) 22 mainly accumulated in bone, pancreas, liver and kidney after intraperitoneal administration. However, whether the nanoparticles can enter into cells and the site of their potential action remains unclear. In this work, the distribution patterns of Gd@C 82(OH) 22 in subcellular compartments were studied using the techniques of differential centrifugation and ICP-MS analysis. The results indicate that the Gd@C 82(OH) 22 can enter into cells and the subcellular distribution patterns are significantly different from that of GdCl 3. GdCl 3 has much higher bioavailability for mice than Gd@C 82(OH) 22. Therefore, the present data suggest that Gd@C 82(OH) 22 in living systems may be not decomposed to release free Gd 3+ ion and may be metabolized as a pristine carbon cage. Copyright © 2010 American Scientific Publishers."
2010-12-01,Ag nanoparticles coated SWCNT with surface enhanced Raman scattering (SERS) signals,"We report here a simple method to fabricate the silver nanoparticles (AgNPs) coated DNA-SWCNTs that give SERS signals. Dynamic light scattering (DLS), atomic force microscopy (AFM), and high resolution transmission electron microscopy (HRTEM) suggested the products are dispersive and soluble in aqueous solution. The Raman scattering spectra show AgNPs coated SWCNTs have enhanced the Raman signal when compared with pure SWCNT. From the radial breathing mode (RBM) of the Raman spectra, we can disclose that this DNA-SWCNT has unique chirality, which implies that it could be a good nanoprobe for cell marking. Copyright © 2010 American Scientific Publishers."
2010-12-01,Cytotoxicity of zinc oxide nanoparticles: Importance of microenvironment,"While ZnO particles are widely used in many fields, including personal care products, the high toxicity of ZnO nanoparticles has been reported and aroused great health concerns. In this study, the cytotoxicity of ZnO nanoparticles was evaluated and, in particular, the role of microenvironment in their toxicity was investigated. Our results show that ZnO nanoparticles are highly toxic to NIH/3T3 cells, inducing viability loss, membrane leakage and morphology changes. The microenviroment, here the C0 2 atmosphere under cell culture condition, promoted the solubilization of ZnO nanoparticles. Then the released Zn from ZnO nanoparticles induces the cytotoxicity. The importance of microenvironment on the ZnO nanotoxicity is presented and the implications to future nanotoxicology studies are discussed. Copyright © 2010 American Scientific Publishers."
2010-12-01,Modulation of oxidative stress by functionalized fullerene materials in the lung tissues of female C57/BL mice with a metastatic Lewis lung carcinoma,"Oxidative stress is considered to be one of the important mechanisms involved in carcinogenesis. To investigate the effect of [Gd@C 82(OH) 22] n and [C 60(OH) 20] n nanoparticles on the oxidative stress in the tumor-bearing mice, several antioxidative enzymes and antioxidants were tested for mice with or without tumor inoculation. Transplanted tumors were grown in mice by subcutaneous inoculation of a metastatic Lewis lung carcinoma in female C57/BL mice. More importantly, the tumor cells can metastasize into the normal lung tissues gradually. Therefore, in present paper, the activities of copper-zinc superoxide dismutase (CuZn-SOD), glutathione peroxidase (GSH-Px), glutathione S-transferase (GST), as well as the levels of reduced glutathione (GSH) and malondialdehyde (MDA) in the tumor-invaded lung tissues of the tumor-bearing mice were compared to the nomal lung tissues of normal mice. After treatment with nanoparticles, the activities of GSH-Px and GST and other parameters related to the oxidative stress were downregulated and tended closely to the normal levels. Pulmonary histopathological results also showed that two different types of water-soluble fullerenes can prevent lungs from inflammatory lesion and tumor invasion. These findings indicate two different types of water-soluble fullerenes materials can downregulate the oxidative stress status by scavenging excessive free radicals and inhibiting the lipid peroxidation in tumor-bearing mice, which can partly explain their protective roles on the pulmonary oxidative-damage induced by the tumor metastasis to lung tissues. Copyright © 2010 American Scientific Publishers."
2010-12-01,Biomedical activities of endohedral metallofullerene optimized for nanopharmaceutics,"Endohedral metallofullerenes, a novel form of carbon-related nanomaterials, currently attract wide attention for their potential applications in biomedical fields such as therapeutic medicine. Most endohedral metallofullerenes are synthesized using C 60 or higher molecular weight fullerenes because of the limited interior volume of fullerene. It is known that the encapsulated metal atom has strong electronic interactions with the carbon cage in metallofullerenes. Gd@C 82 is one of the most important molecules in the metallofullerene family, known as Magnetic Resonance Imaging (MRI) contrast agent candidate for diagnostic imaging. Gadolinium endohedral metallofullerenol (e.g., Gd@C 82(OH) 22) is a functionalized fullerene with gadolinium trapped inside carbon cage. Our group previously demonstrated that the distinctive chemical and physical properties of Gd@C 82(OH) 22 are dependent on the number and position of the hydroxyl groups on the fullerene cage. The present article summarizes our latest findings of biomedical effects of Gd@C 82(OH) 22 and gives rise to a connected flow of the existing knowledge and information from experts in the field. It briefly narrates the synthesis and physico-chemical properties of Gd@C 82(OH) 22. The polyhydroxylated nanoparticles exhibit the enhanced water solubility and high purity, and were tested as a MRI contrast agent. Gd@C 82(OH) 22 treatment inhibited tumor growth in tumor-bearing nude mice. Although the precise mechanisms of this action are not well defined, our in vitro data suggest involvements of improved immunity and antioxidation by Gd@C 82(OH) 22 and its size-based selective targeting to tumor site. The review critically analyzed the relevant data instead of fact-listing, and explained the potential for developing Gd@C 82(OH) 22 into a diagnostic or therapeutic agent. Copyright © 2010 American Scientific Publishers."
2010-12-01,In vitro cytotoxicity of transparent yellow iron oxide nanoparticles on human glioma cells,"With rapid development of nanotechnology, concerns about the possible adverse health effects on human beings by using nanomaterials have been raised. Transparent yellow iron oxide (α-FeOOH) nanoparticles have been widely used in paints, plastic, rubber, building materials, papermaking, food products and pharmaceutical industry, thus the potential health implications by the exposure should be considered. The purpose of this study is to assess the cytotoxicity of transparent yellow iron oxide nanoparticles on U251 human glioma cells. The α-FeOOH nanoparticles are in clubbed shapes with 9 nm in diameter and 43 nm long. The specific surface area is 115.3 m 2/g. After physicochemical characterization of the nanoparticles, U251 cells were exposed to α-FeOOH at the doses of 0, 3.75, 15, 60 and 120 (μg/mL. The results showed that the α-FeOOH nanoparticles reduced the cell viability and induced necrosis and apoptosis in U251 cells. In addition, nanoparticle exposure significantly increased the levels of superoxide anion and nitric oxide in a dose-dependent fashion in the cells. Our results suggest that exposure to α-FeOOH nanoparticles induce significant free radical formation and cytotoxic effects. The large surface area that induced high surface reactivity may play an important role in the cytotoxic effect of α-FeOOH nanoparticles. Copyright © 2010 American Scientific Publishers."
2010-12-01,Oxidative stress and apoptosis induced by iron oxide nanoparticles in cultured human umbilical endothelial cells,"Recent epidemiologic researches indicate that exposure to ultrafine particles (nanoparticles) is an independent risk factor for several cardiovascular diseases. The induction of endothelial injuries is hypothesized to be an attractive mechanism involved in these cardiovascular diseases. To investigate this hypothesis, the widely used iron nanomaterials, ferric oxide (Fe 2O 3) and ferriferrous oxide (Fe 3O 4) nanoparticles were incubated with human umbilical endothelial cells (ECV304 cells) at different concentrations of 2, 20, 100 μg/mL. The cell viability, the rate of apoptosis, the apoptotic nuclear morphology and the mitochondria membrane potential were measured to estimate the cell necrosis and apoptosis caused by the nanoparticle exposure. The stimulation of superoxide anion (O 2·-) and nitric oxide (NO) were examined to evaluate the stress responses of endothelial cells. Our results indicated that both the Fe 2O 3 and Fe 3O 4 nanoparticles could generate oxidative stress as well as the significant increase of nitric oxide in ECV304 cells. The loss of mitochondria membrane potential and the apoptotic chromatin condensation in the nucleus were observed as the early signs of apoptosis. It is inferred the stress response might be an important mechanism involving in endothelial cells apoptosis and death, and these injuries in endothelial cells might play a key role in downstream cardiovascular diseases such as atheroscelerosis, hypertension and myocardial infarction (MI). Copyright © 2010 American Scientific Publishers."
2010-12-01,Transmembrane delivery of aggregated [Gd@C <inf>82</inf>(OH) <inf>22</inf>] <inf>n</inf> nanoparticles,"We investigated whether multi-hydroxyl metallofullerenes can penetrate into erythrocyte and whether this potential transmembrane delivery requires aggregated nanostructure of these particles. The metal atom encapsulated in metallofullerenes was used as a quantitative marker to investigate body distribution of aggregated nanoparticles in cytomembrane and cytoplasm. Image of atomic force microscopy (AFM) and assay of inductively coupled plasma-mass spectrometry (ICP-MS) suggested that aggregated [Gd@C 82(OH) 22] n particles traversed through cytomembrane into cytoplasm. Aggregated Gd nanostructure belonged to small sphere with average diameter of 22.4 ±0.5 nm. For pristine Gd@C 82 molecule, due to the electron donation from Gd atom, the distribution of electrons on the surface of carbon cage was localized. The electrophilic additive reaction of polyhydroxyl on the surface of Gd@C 82 was directly affected by local distribution of electrons. This resulted in local distribution of hydroxyls on the surface of Gd nanoparticles. Local distribution of hydroxyls brought about polar and nonpolar domains on particle surface, which induced Gd@C 82(OH) 22 to be amphiphilic molecule with due hydrophilic and hydrophobic properties. Amphiphilic properties of these molecules promoted their mutual aggregation in water. In the process of aggregation, amphiphilic properties of aggregated nanoparticles were well maintained, and besides, hydrophilic and hydrophobic domains were also regularly distributed on the surface of [Gd@C 82(OH) 22] n particles. The amphiphilic nanoparticles attached externally to cytomembrane of erythrocyte might be effectively driven by hydrophobic effect when they directly contacted cytomembrane of erythrocyte. The number of [Gd@C 82(OH) 22] n nanoparticles attached to cytomembrane reached up to a certain critical threshold, a significant curvature tension of membrane would occur. The shape of cell was accordingly changed. Increased membrane tension triggered the sudden opening of specific pores as a result of cytmembrane response to nanoparitcle effect and the [Gd@C 82(OH) 22] n nanoparticles gained entry to cell via these pores. This process was biologically independent of caveolar-mediated endocytosis or transportation pathway via ion channels. Copyright © 2010 American Scientific Publishers."
2010-12-01,"Nanosmile website on nanosafety training, education and public dialogue issues","This paper deals with communication strategy on emerging risk situations. The lessons learnt from the French National Debate on nanotechnolgy highlight Nanosmile options taken in order to support public dialogue. Users feed back is discussed, then Nanosmile perspectives are presented. ©2010 IEEE."
2010-12-01,ZnO and TiO<inf>2</inf> particles: A study on nanosafety and photoprotection,"Nanoparticles of titanium dioxide (TiO2) and zinc oxide (ZnO) are used in sunscreens as protective compounds against UV radiation. We investigate these particles from the viewpoint of nanosafety (penetration into skin in vivo, production of free radicals when UV-irradiated) as well as UV protection. We show that: a) even after multiple applications, the particles remain within stratum corneum (uppermost skin layer); b) the optimal sizes are 62 nm and 45 nm, respectively for TiO2 and ZnO particles for 310-nm light and, correspondingly, 122 and 140 nm - for 400-nm radiation; c) in general, small particles (25 nm in diameter) are more photoactive than the larger ones (400 nm in diameter); however, on the background if porcine skin in vitro this difference is not seen and is substantially surpassed by skin contribution into production of free radicals. © 2010 SPIE."
2010-12-01,"Highly sensitive, colorimetric detection of mercury(II) in aqueous media by quaternary ammonium group-capped gold nanoparticles at room temperature","We provide a highly sensitive and selective assay to detect Hg2+ in aqueous solutions using gold nanoparticles modified with quaternary ammonium group-terminated thiols at room temperature. The mechanism is the abstraction of thiols by Hg2+ that led to the aggregation of nanoparticles. With the assistance of solar light irradiation, the detection limit can be as low as 30 nM, which satisfies the guideline concentration of Hg2+ in drinking water set by the WHO. In addition, the dynamic range of detection is wide (3 × 10-8 -1 × 10-2 M). This range, to our best knowledge, is the widest one that has been reported so far in gold nanoparticle (AuNP)-based assays for Hg2+. © 2010 American Chemical Society."
2010-11-09,Nanomaterials Optimized to improve delivery efficiency for gene therapy,"Polycationic nanoparticles are potential as polycationic nonviral vectors (polyplexes) to overcome the defects of traditional viral vectors. The low transfection efficiency in vivo was attributed to poor circulation of polyplexes with high residual positive charges on the surface, which cause them susceptible to agglomerate with negatively charged serum components and to be scavenged by macrophages, whereas, the positive charges are likewise beneficial polyplexes to interact with negative-charged plasma membranes of targeted cells and specifically increase intracellular transfection efficiency of polyplexes. Numerous studies focused on revealing the relationship between the structure of polycationic vectors and the transfection efficiency in vivo. The designed polyplexes in our group to extend nanoparticles circulation is possible to overcome other barriers including endosome escape, cytoplasmic transport and nuclear entry for ultimately successful gene transfection in vivo. Polyplexes circulation was prolonged by modifying with polycations such as PEIs, PDMAEMA, chitosan et al. It was found that PEGylation of polyplexes could improve the stability of polyplexes in vivo but dramatically decrease therapeutic efficiency due to reduced transfection. In addition, the strong hydrophilicity of the PEG segments could dissociate PEGylated polyplexes under the physiological environment and attenuate polycation carrying with target genes. polycationic nonviral gene delivery vectors in order to improve the circulation time and transfection efficiency in vivo for efficient gene therapyin order to improve the circulation time. Polyplexes might be potential to be alternative nonviral gene delivery vectors for efficient clinical therapy."
2010-11-07,A simple PDMS-based microfluidic channel design that removes bubbles for long-term on-chip culture of mammalian cells,"This report shows methods to fabricate polydimethylsiloxane (PDMS) microfluidic systems for long-term (up to 10 day) cell culture. Undesired bubble accumulation in microfluidic channels abruptly changes the microenvironment of adherent cells and leads to the damage and death of cells. Existing bubble trapping approaches have drawbacks such as the need to pause fluid flow, requirement for external vacuum or pressure source, and possible cytotoxicity. This study reports two kinds of integrated bubble trap (IBT) which have excellent properties, including simplicity in structure, ease in fabrication, no interference with the flow, and long-term stability. IBT-A provides the simplest solution to prevent bubbles from entering microfluidic channels. In situ time-lapse imaging experiments indicate that IBT-B is an excellent device both for bubble trapping and debubbling in cell-loaded microfluidics. MC 3T3 E1 cells, cultured in a long and curved microfluidic channel equipped with IBT-B, showed high viability and active proliferation after 10 days of continuous fluid flow. The comprehensive measures taken in our experiments have led to successful long-term, bubble-free, on-chip culture of cells. © The Royal Society of Chemistry 2010."
2010-11-01,Quaternized chitosan (QCS) nanoparticles as a novel delivery system for ammonium glycyrrhizinate,"The aim of this study was to generate a new type of nanoparticles made of quaternized chitosan (QCS) and poly(aspartic acid) via the ionotropic gelation technique and to evaluate their potential for the association and delivery of ammonium glycyrrhizinate (GLA). The effects of the pH value of nanoparticles, QCS molecular weight (Mw) and poly(aspartic acid) concentration on GLA encapsulation were studied. Suitably pH value of nanoparticles, moderate QCS MW, optimal concentration ratio of poly(aspartic acid) and QCS favored higher GLA encapsulation efficiency. The release of GLA from nanoparticles was pH-dependent. Fast release occurred in 0.1 M phosphate buffer solution (PBS, pH = 7.4), while the release was slow in 0.1 M HCI (pH = 1.2). The results showed that the new QCS/poly(aspartic acid) nanoparticles have a promising potential in GLA delivery system. Copyright © 2010 American Scientific Publishers."
2010-11-01,A nanocomplex system as targeted contrast agent delivery vehicle for magnetic resonance imaging dynamic contrast enhancement study,"We have developed and tested a liposomal nanocomplex system, which contains Gd-DTPA as a payload and transferrin on the surface, as a tumor specific targeting MRI contrast agent for studying prostate cancer tumors in mice. In vivo, the probe significantly enhanced the MRI signal. The image contrast between the peripheral region of the tumor and the non-involved muscle was nearly 50% higher two hours after administration of the nanocomplex. The liposomal nanocomplex increased the amount of Gd accumulated in tumors by factor 2.8 compared to that accumulated by using Magnevist alone. Moreover, the heterogeneous MRI image features correlate well with the tumor pathology. The image enhancement patterns can be used for cancer prognosis and non-invasive monitoring of the response to therapy. Copyright © 2010 American Scientific Publishers."
2010-11-01,"""Smart"" nanomaterials for cancer therapy","Recent development in nanotechnology has provided new tools for cancer therapy and diagnostics. Because of their small size, nanoscale devices readily interact with biomolecules both on the cell surface and inside the cell. Nanomaterials, such as fullerenes and their derivatives, are effective in terms of interactions with the immune system and have great potential as anticancer drugs. Comparatively, other nanomaterials are able to load active drugs to cancer cells by selectively using the unique tumor environment, such as their enhanced permeability, retention effect and the specific acidic microenvironment. Multifunctional and multiplexed nanoparticles, as the next generation of nanoparticles, are now being extensively investigated and are promising tools to achieve personalized and tailored cancer treatments. © 2010 Science China Press and Springer-Verlag Berlin Heidelberg."
2010-11-01,Fullerenes as unique nanopharmaceuticals for disease treatment,"As unique nanoparticles, fullerenes have attracted much attention due to their unparalleled physical, chemical and biological properties. Various functionalized fullerenes with -OH, -NH2, -COOH, and peptide modifications were developed. It summarized the biological activities of fullerenes derivatives in cancer therapy with high efficiency and low toxicity, as reactive oxygen species scavenger and lipid peroxidation inhibitor, to inhibit human immunodeficiency virus and to suppress bacteria and microbial at low concentration. In addition, the mechanism for fullerene to enter cells and biodistribution of fullerene in vivo was also discussed. This research focuses on the current understanding of fullerenes-based nanomaterials in the potential clinical application as well as biological mechanism of fullerenes and its derivatives in disease therapy. © 2010 Science China Press and Springer-Verlag Berlin Heidelberg."
2010-11-01,Ratio-contrast imaging of dual-energy absorption for element mapping with a scanning transmission X-ray microscope,"The detection of chemical mapping with a spatial resolution of 30 nm has been achieved with a scanning transmission X-ray microscope at the Shanghai Synchrotron Radiation Facility. For each specimen, two absorption images were scanned separately with energies E1 and E2: E1 was focused on the absorption edge of the chosen element and E2 was focused below the edge. A K-edge division method is proposed and applied to obtain the element mapping. Compared with the frequently used K-edge subtraction method, this ratio-contrast method is shown to be more accurate and sensitive in identifying the elements of interest, where the definition of the contrast threshold is simple and clear in physics. Several examples are presented to illustrate the effectiveness of the method. © 2010 International Union of Crystallography."
2010-10-26,Control performance and biomembrane disturbance of carbon nanotube artificial water channels by nitrogen-doping,"To establish ways to control the performance of artificial water channels is a big challenge. With molecular dynamics studies, we found that water flow inside the water channels of carbon nanotubes (CNTs) can be controlled by reducing or intensifying interaction energy between water molecules and the wall of the CNTs channel. A way of example toward this significant goal was demonstrated by the doping of nitrogen into the wall of CNTs. Different ratios of nitrogen doping result in different controllable water performance which is dominated mainly through a gradient of van der Waals forces created by the heteroatom doping in the wall of CNTs. Further results revealed that the nitrogen-doped CNT channels show less influence on the integrality of biomembrane than the pristine one, while the nitrogen-doped double-walled carbon nanotube exhibits fewer disturbances to the cellular membrane integrality than the nitrogen-doped single-walled carbon nanotube when interacting with biomembranes. © 2010 American Chemical Society."
2010-10-01,Synthesis and characterization of metallofullerene derivatives La@C<inf>82</inf>-(C<inf>4</inf>N<inf>2</inf>H<inf>8</inf>) <inf>m</inf>H<inf>n</inf>,"Metallofullerene derivatives offer the opportunity to produce novel and advanced materials. In this work, we presented the synthesis of metallofullerene piperazine derivatives under different conditions by changing the temperature, light and ratio of the reactants. Three metallofullerene piperazine derivatives [La@C82-C4 N2H8, La@C82-C4 N2H8-H8, and La@C82-(C4N2H8) 2-H6 were separated and confirmed by MALDI-TOF-MS, UV-Vis-NIR and FTIR. Compared with the hollow fullerene C60, we found that metallofullerene showed higher reactivity than C60 and produced different derivatives. The mechanism of the reaction was discussed."
2010-10-01,Lysosomal proteolysis is the primary degradation pathway for cytosolic ferritin and cytosolic ferritin degradation is necessary for iron exit,"Cytosolic ferritins sequester and store iron, consequently protecting cells against iron-mediated free radical damage. However, the mechanisms of iron exit from the ferritin cage and reutilization are largely unknown. In a previous study, we found that mitochondrial ferritin (MtFt) expression led to a decrease in cytosolic ferritin. Here we showed that treatment with inhibitors of lysosomal proteases largely blocked cytosolic ferritin loss in both MtFt-expressing and wild-type cells. Moreover, cytosolic ferritin in cells treated with inhibitors of lysosomal proteases was found to store more iron than did cytosolic ferritins in untreated cells. The prevention of cytosolic ferritin degradation in MtFt-expressing cells significantly blocked iron mobilization from the protein cage induced by MtFt expression. These studies also showed that blockage of cytosolic ferritin loss by leupeptin resulted in decreased cytosolic ferritin synthesis and prolonged cytosolic ferritin stability, potentially resulting in diminished iron availability. Lastly, we found that proteasomes were responsible for cytosolic ferritin degradation in cells pretreated with ferric ammonium citrate. Thus, the current studies suggest that cytosolic ferritin degradation precedes the release of iron in MtFt-expressing cells; that MtFt-induced cytosolic ferritin decrease is partially preventable by lysosomal protease inhibitors; and that both lysosomal and proteasomal pathways may be involved in cytosolic ferritin degradation. © 2010, Mary Ann Liebert, Inc."
2010-10-01,Surface chemistry and aspect ratio mediated cellular uptake of Au nanorods,"Gold nanorods (Au NRs) have been recognized as promising materials for biomedical applications, like sensing, imaging, gene and drug delivery and therapy, but their toxicological issues are still controversial, especially for the Au NRs synthesized with seed-mediated method. In this study, we investigated the influence of aspect ratio and surface coating on their toxicity and cellular uptake. The cellular uptake is highly dependent on the aspect ratio and surface coating. However, the surface chemistry has the dominant roles since PDDAC-coated Au NRs exhibit a much greater ability to be internalized by the cells. The present data demonstrated shape-independent but coating-dependent cytotoxicity. Both the CTAB molecules left in the suspended solution and on the surface of Au NRs were identified as the actual cause of cytotoxicity. CTAB can enter cells with or without Au NRs, damage mitochondria, and then induce apoptosis. The effects of surface coating upon toxicity and cellular uptake were also examined using Au NRs with different coatings. When Au NRs were added into the medium, the proteins were quickly adsorbed onto the Au NRs that made the surface negatively charged. The surface charge may not directly affect the cellular uptake. We further demonstrated that the amount of serum proteins, especially for BSA, adsorbed on the Au NRs had a positive correlation with the capacity of Au NRs to enter cells. In addition, we have successfully revealed that the cationic PDDAC-coated Au NRs with an aspect ratio of 4 possess an ideal combination of both negligible toxicity and high cellular uptake efficiency, showing a great promise as photothermal therapeutic agents. © 2010 Elsevier Ltd."
